,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials
727,2010.0,17 Jun 2010 - 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,France,0.0,2.0,Mexico, ,35370.0,0.0,0.0,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722.0,300061451.0,FRA,MEX
728,2010.0,18 Jun 2010 - 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Germany,0.0,1.0,Serbia, ,38294.0,0.0,1.0,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722.0,300061470.0,GER,SRB
729,2010.0,18 Jun 2010 - 16:00 ,Group C,Ellis Park Stadium,Johannesburg ,Slovenia,2.0,2.0,USA, ,45573.0,2.0,0.0,Koman COULIBALY (MLI),ACHIK Redouane (MAR),MANUEL CANDIDO Inacio (ANG),249722.0,300061463.0,SVN,USA
730,2010.0,18 Jun 2010 - 20:30 ,Group C,Cape Town Stadium,Cape Town ,England,0.0,0.0,Algeria, ,64100.0,0.0,0.0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722.0,300061464.0,ENG,ALG
731,2010.0,19 Jun 2010 - 13:30 ,Group E,Durban Stadium,Durban ,Netherlands,1.0,0.0,Japan, ,62010.0,0.0,0.0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722.0,300111117.0,NED,JPN
732,2010.0,19 Jun 2010 - 16:00 ,Group D,Royal Bafokeng Sports Palace,Phokeng ,Ghana,1.0,1.0,Australia, ,34812.0,1.0,1.0,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249722.0,300061469.0,GHA,AUS
733,2010.0,19 Jun 2010 - 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,Cameroon,1.0,2.0,Denmark, ,38074.0,1.0,1.0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722.0,300061475.0,CMR,DEN
734,2010.0,20 Jun 2010 - 13:30 ,Group F,Free State Stadium,Mangaung/Bloemfontein ,Slovakia,0.0,2.0,Paraguay, ,26643.0,0.0,1.0,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722.0,300061481.0,SVK,PAR
735,2010.0,20 Jun 2010 - 16:00 ,Group F,Mbombela Stadium,Nelspruit ,Italy,1.0,1.0,New Zealand, ,38229.0,1.0,1.0,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722.0,300061482.0,ITA,NZL
736,2010.0,20 Jun 2010 - 20:30 ,Group G,Soccer City Stadium,Johannesburg ,Brazil,3.0,1.0,C�te d'Ivoire, ,84455.0,1.0,0.0,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722.0,300061488.0,BRA,CIV
737,2010.0,21 Jun 2010 - 13:30 ,Group G,Cape Town Stadium,Cape Town ,Portugal,7.0,0.0,Korea DPR, ,63644.0,1.0,0.0,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722.0,300061487.0,POR,PRK
738,2010.0,21 Jun 2010 - 16:00 ,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Chile,1.0,0.0,Switzerland, ,34872.0,0.0,0.0,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722.0,300061493.0,CHI,SUI
739,2010.0,21 Jun 2010 - 20:30 ,Group H,Ellis Park Stadium,Johannesburg ,Spain,2.0,0.0,Honduras, ,54386.0,1.0,0.0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722.0,300061494.0,ESP,HON
740,2010.0,22 Jun 2010 - 16:00 ,Group A,Royal Bafokeng Sports Palace,Phokeng ,Mexico,0.0,1.0,Uruguay, ,33425.0,0.0,1.0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722.0,300061450.0,MEX,URU
741,2010.0,22 Jun 2010 - 16:00 ,Group A,Free State Stadium,Mangaung/Bloemfontein ,France,1.0,2.0,South Africa, ,39415.0,0.0,2.0,RUIZ Oscar (COL),GONZALEZ Abraham (COL),CLAVIJO Humberto (COL),249722.0,300061449.0,FRA,RSA
742,2010.0,22 Jun 2010 - 20:30 ,Group B,Durban Stadium,Durban ,Nigeria,2.0,2.0,Korea Republic, ,61874.0,1.0,1.0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722.0,300111115.0,NGA,KOR
743,2010.0,22 Jun 2010 - 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,Greece,0.0,2.0,Argentina, ,38891.0,0.0,0.0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722.0,300061455.0,GRE,ARG
744,2010.0,23 Jun 2010 - 16:00 ,Group C,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Slovenia,0.0,1.0,England, ,36893.0,0.0,1.0,Wolfgang STARK (GER),SALVER Jan-Hendrik (GER),PICKEL Mike (GER),249722.0,300061462.0,SVN,ENG
745,2010.0,23 Jun 2010 - 16:00 ,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria ,USA,1.0,0.0,Algeria, ,35827.0,0.0,0.0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249722.0,300061461.0,USA,ALG
746,2010.0,23 Jun 2010 - 20:30 ,Group D,Soccer City Stadium,Johannesburg ,Ghana,0.0,1.0,Germany, ,83391.0,0.0,0.0,SIMON Carlos (BRA),HAUSMANN Altemir (BRA),BRAATZ Roberto (BRA),249722.0,300061468.0,GHA,GER
747,2010.0,23 Jun 2010 - 20:30 ,Group D,Mbombela Stadium,Nelspruit ,Australia,2.0,1.0,Serbia, ,37836.0,0.0,0.0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722.0,300061467.0,AUS,SRB
748,2010.0,24 Jun 2010 - 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,Slovakia,3.0,2.0,Italy, ,53412.0,1.0,0.0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722.0,300061480.0,SVK,ITA
749,2010.0,24 Jun 2010 - 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,Paraguay,0.0,0.0,New Zealand, ,34850.0,0.0,0.0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722.0,300061479.0,PAR,NZL
750,2010.0,24 Jun 2010 - 20:30 ,Group E,Royal Bafokeng Sports Palace,Phokeng ,Denmark,1.0,3.0,Japan, ,27967.0,0.0,2.0,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722.0,300061474.0,DEN,JPN
751,2010.0,24 Jun 2010 - 20:30 ,Group E,Cape Town Stadium,Cape Town ,Cameroon,1.0,2.0,Netherlands, ,63093.0,0.0,1.0,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722.0,300061473.0,CMR,NED
752,2010.0,25 Jun 2010 - 16:00 ,Group G,Durban Stadium,Durban ,Portugal,0.0,0.0,Brazil, ,62712.0,0.0,0.0,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722.0,300111111.0,POR,BRA
753,2010.0,25 Jun 2010 - 16:00 ,Group G,Mbombela Stadium,Nelspruit ,Korea DPR,0.0,3.0,C�te d'Ivoire, ,34763.0,0.0,2.0,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722.0,300061486.0,PRK,CIV
754,2010.0,25 Jun 2010 - 20:30 ,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria ,Chile,1.0,2.0,Spain, ,41958.0,0.0,2.0,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),MORIN Alberto (MEX),249722.0,300061491.0,CHI,ESP
755,2010.0,25 Jun 2010 - 20:30 ,Group H,Free State Stadium,Mangaung/Bloemfontein ,Switzerland,0.0,0.0,Honduras, ,28042.0,0.0,0.0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722.0,300061492.0,SUI,HON
756,2010.0,26 Jun 2010 - 16:00 ,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2.0,1.0,Korea Republic, ,30597.0,1.0,0.0,Wolfgang STARK (GER),SALVER Jan-Hendrik (GER),PICKEL Mike (GER),249717.0,300061504.0,URU,KOR
757,2010.0,26 Jun 2010 - 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,USA,1.0,2.0,Ghana,Ghana win after extra time ,34976.0,0.0,0.0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249717.0,300061503.0,USA,GHA
758,2010.0,27 Jun 2010 - 16:00 ,Round of 16,Free State Stadium,Mangaung/Bloemfontein ,Germany,4.0,1.0,England, ,40510.0,2.0,1.0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249717.0,300061501.0,GER,ENG
759,2010.0,27 Jun 2010 - 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,Argentina,3.0,1.0,Mexico, ,84377.0,2.0,0.0,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249717.0,300061502.0,ARG,MEX
760,2010.0,28 Jun 2010 - 16:00 ,Round of 16,Durban Stadium,Durban ,Netherlands,2.0,1.0,Slovakia, ,61962.0,1.0,0.0,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249717.0,300111113.0,NED,SVK
761,2010.0,28 Jun 2010 - 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,Brazil,3.0,0.0,Chile, ,54096.0,2.0,0.0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249717.0,300061500.0,BRA,CHI
762,2010.0,29 Jun 2010 - 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,Paraguay,0.0,0.0,Japan,Paraguay win on penalties (5 - 3) ,36742.0,0.0,0.0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249717.0,300061497.0,PAR,JPN
763,2010.0,29 Jun 2010 - 20:30 ,Round of 16,Cape Town Stadium,Cape Town ,Spain,1.0,0.0,Portugal, ,62955.0,0.0,0.0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249717.0,300061498.0,ESP,POR
764,2010.0,02 Jul 2010 - 16:00 ,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Netherlands,2.0,1.0,Brazil, ,40186.0,0.0,1.0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249718.0,300061507.0,NED,BRA
765,2010.0,02 Jul 2010 - 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,Uruguay,1.0,1.0,Ghana,Uruguay win on penalties (4 - 2) ,84017.0,0.0,0.0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249718.0,300061508.0,URU,GHA
766,2010.0,03 Jul 2010 - 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,Argentina,0.0,4.0,Germany, ,64100.0,0.0,1.0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249718.0,300061505.0,ARG,GER
767,2010.0,03 Jul 2010 - 20:30 ,Quarter-finals,Ellis Park Stadium,Johannesburg ,Paraguay,0.0,1.0,Spain, ,55359.0,0.0,0.0,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249718.0,300061506.0,PAR,ESP
768,2010.0,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,Uruguay,2.0,3.0,Netherlands, ,62479.0,1.0,1.0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249719.0,300061512.0,URU,NED
769,2010.0,07 Jul 2010 - 20:30 ,Semi-finals,Durban Stadium,Durban ,Germany,0.0,1.0,Spain, ,60960.0,0.0,0.0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249719.0,300111114.0,GER,ESP
770,2010.0,10 Jul 2010 - 20:30 ,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2.0,3.0,Germany, ,36254.0,1.0,1.0,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249720.0,300061510.0,URU,GER
771,2010.0,11 Jul 2010 - 20:30 ,Final,Soccer City Stadium,Johannesburg ,Netherlands,0.0,1.0,Spain,Spain win after extra time ,84490.0,0.0,0.0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249721.0,300061509.0,NED,ESP
772,2014.0,12 Jun 2014 - 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,3.0,1.0,Croatia, ,62103.0,1.0,1.0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),NAGI Toshiyuki (JPN),255931.0,300186456.0,BRA,CRO
773,2014.0,13 Jun 2014 - 13:00 ,Group A,Estadio das Dunas,Natal ,Mexico,1.0,0.0,Cameroon, ,39216.0,0.0,0.0,ROLDAN Wilmar (COL),CLAVIJO Humberto (COL),DIAZ Eduardo (COL),255931.0,300186492.0,MEX,CMR
774,2014.0,13 Jun 2014 - 16:00 ,Group B,Arena Fonte Nova,Salvador ,Spain,1.0,5.0,Netherlands, ,48173.0,1.0,1.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),255931.0,300186510.0,ESP,NED
775,2014.0,13 Jun 2014 - 18:00 ,Group B,Arena Pantanal,Cuiaba ,Chile,3.0,1.0,Australia, ,40275.0,2.0,1.0,Noumandiez DOUE (CIV),YEO Songuifolo (CIV),BIRUMUSHAHU Jean Claude (BDI),255931.0,300186473.0,CHI,AUS
776,2014.0,14 Jun 2014 - 13:00 ,Group C,Estadio Mineirao,Belo Horizonte ,Colombia,3.0,0.0,Greece, ,57174.0,1.0,0.0,GEIGER Mark (USA),HURD Sean (USA),FLETCHER Joe (CAN),255931.0,300186471.0,COL,GRE
777,2014.0,14 Jun 2014 - 16:00 ,Group D,Estadio Castelao,Fortaleza ,Uruguay,1.0,3.0,Costa Rica, ,58679.0,1.0,0.0,BRYCH Felix (GER),BORSCH Mark (GER),LUPP Stefan (GER),255931.0,300186489.0,URU,CRC
778,2014.0,14 Jun 2014 - 18:00 ,Group D,Arena Amazonia,Manaus ,England,1.0,2.0,Italy, ,39800.0,1.0,1.0,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),255931.0,300186513.0,ENG,ITA
779,2014.0,14 Jun 2014 - 22:00 ,Group C,Arena Pernambuco,Recife ,C�te d'Ivoire,2.0,1.0,Japan, ,40267.0,0.0,1.0,OSSES Enrique (CHI),ASTROZA Carlos (CHI),ROMAN Sergio (CHI),255931.0,300186507.0,CIV,JPN
780,2014.0,15 Jun 2014 - 13:00 ,Group E,Estadio Nacional,Brasilia ,Switzerland,2.0,1.0,Ecuador, ,68351.0,0.0,1.0,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),255931.0,300186494.0,SUI,ECU
781,2014.0,15 Jun 2014 - 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,France,3.0,0.0,Honduras, ,43012.0,1.0,0.0,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),255931.0,300186496.0,FRA,HON
782,2014.0,15 Jun 2014 - 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Argentina,2.0,1.0,"""rn"""">Bosnia and Herzegovina""", ,74738.0,1.0,0.0,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),255931.0,300186477.0,ARG,BIH
783,2014.0,16 Jun 2014 - 13:00 ,Group G,Arena Fonte Nova,Salvador ,Germany,4.0,0.0,Portugal, ,51081.0,3.0,0.0,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),255931.0,300186475.0,GER,POR
784,2014.0,16 Jun 2014 - 16:00 ,Group F,Arena da Baixada,Curitiba ,IR Iran,0.0,0.0,Nigeria, ,39081.0,0.0,0.0,VERA Carlos (ECU),LESCANO Christian (ECU),ROMERO Byron (ECU),255931.0,300186505.0,IRN,NGA
785,2014.0,16 Jun 2014 - 19:00 ,Group G,Estadio das Dunas,Natal ,Ghana,1.0,2.0,USA, ,39760.0,0.0,1.0,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),255931.0,300186512.0,GHA,USA
786,2014.0,17 Jun 2014 - 13:00 ,Group H,Estadio Mineirao,Belo Horizonte ,Belgium,2.0,1.0,Algeria, ,56800.0,0.0,1.0,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),255931.0,300186479.0,BEL,ALG
787,2014.0,17 Jun 2014 - 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,0.0,0.0,Mexico, ,60342.0,0.0,0.0,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),255931.0,300186509.0,BRA,MEX
788,2014.0,17 Jun 2014 - 18:00 ,Group H,Arena Pantanal,Cuiaba ,Russia,1.0,1.0,Korea Republic, ,37603.0,0.0,0.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),255931.0,300186499.0,RUS,KOR
789,2014.0,18 Jun 2014 - 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Australia,2.0,3.0,Netherlands, ,42877.0,1.0,1.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),255931.0,300186478.0,AUS,NED
790,2014.0,18 Jun 2014 - 16:00 ,Group B,Estadio do Maracana,Rio De Janeiro ,Spain,0.0,2.0,Chile, ,74101.0,0.0,2.0,GEIGER Mark (USA),HURD Sean (USA),FLETCHER Joe (CAN),255931.0,300186498.0,ESP,CHI
791,2014.0,18 Jun 2014 - 18:00 ,Group A,Arena Amazonia,Manaus ,Cameroon,0.0,4.0,Croatia, ,39982.0,0.0,1.0,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),255931.0,300186453.0,CMR,CRO
792,2014.0,19 Jun 2014 - 13:00 ,Group C,Estadio Nacional,Brasilia ,Colombia,2.0,1.0,C�te d'Ivoire, ,68748.0,0.0,0.0,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),255931.0,300186468.0,COL,CIV
793,2014.0,19 Jun 2014 - 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Uruguay,2.0,1.0,England, ,62575.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),255931.0,300186486.0,URU,ENG
794,2014.0,19 Jun 2014 - 19:00 ,Group C,Estadio das Dunas,Natal ,Japan,0.0,0.0,Greece, ,39485.0,0.0,0.0,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),255931.0,300186454.0,JPN,GRE
795,2014.0,20 Jun 2014 - 13:00 ,Group D,Arena Pernambuco,Recife ,Italy,0.0,1.0,Costa Rica, ,40285.0,0.0,1.0,OSSES Enrique (CHI),ASTROZA Carlos (CHI),ROMAN Sergio (CHI),255931.0,300186500.0,ITA,CRC
796,2014.0,20 Jun 2014 - 16:00 ,Group E,Arena Fonte Nova,Salvador ,Switzerland,2.0,5.0,France, ,51003.0,0.0,3.0,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),255931.0,300186514.0,SUI,FRA
797,2014.0,20 Jun 2014 - 19:00 ,Group E,Arena da Baixada,Curitiba ,Honduras,1.0,2.0,Ecuador, ,39224.0,1.0,1.0,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),255931.0,300186463.0,HON,ECU
798,2014.0,21 Jun 2014 - 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Argentina,1.0,0.0,IR Iran, ,57698.0,0.0,0.0,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),255931.0,300186466.0,ARG,IRN
799,2014.0,21 Jun 2014 - 16:00 ,Group G,Estadio Castelao,Fortaleza ,Germany,2.0,2.0,Ghana, ,59621.0,0.0,0.0,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),255931.0,300186493.0,GER,GHA
800,2014.0,21 Jun 2014 - 18:00 ,Group F,Arena Pantanal,Cuiaba ,Nigeria,1.0,0.0,"""rn"""">Bosnia and Herzegovina""", ,40499.0,1.0,0.0,Peter O'LEARY (NZL),HINTZ Jan Hendrik (NZL),RULE Mark (NZL),255931.0,300186511.0,NGA,BIH
801,2014.0,22 Jun 2014 - 13:00 ,Group H,Estadio do Maracana,Rio De Janeiro ,Belgium,1.0,0.0,Russia, ,73819.0,0.0,0.0,BRYCH Felix (GER),BORSCH Mark (GER),LUPP Stefan (GER),255931.0,300186481.0,BEL,RUS
802,2014.0,22 Jun 2014 - 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Korea Republic,2.0,4.0,Algeria, ,42732.0,0.0,3.0,ROLDAN Wilmar (COL),DIAZ Eduardo (COL),LESCANO Christian (ECU),255931.0,300186495.0,KOR,ALG
803,2014.0,22 Jun 2014 - 18:00 ,Group G,Arena Amazonia,Manaus ,USA,2.0,2.0,Portugal, ,40123.0,0.0,1.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),255931.0,300186483.0,USA,POR
804,2014.0,23 Jun 2014 - 13:00 ,Group B,Arena da Baixada,Curitiba ,Australia,0.0,3.0,Spain, ,39375.0,0.0,1.0,SHUKRALLA Nawaf (BHR),TULEFAT Yaser (BHR),SALEH Ebrahim (BHR),255931.0,300186467.0,AUS,ESP
805,2014.0,23 Jun 2014 - 13:00 ,Group B,Arena de Sao Paulo,Sao Paulo ,Netherlands,2.0,0.0,Chile, ,62996.0,0.0,0.0,Bakary GASSAMA (GAM),MENKOUANDE Evarist (CMR),KABANDA Felicien (RWA),255931.0,300186470.0,NED,CHI
806,2014.0,23 Jun 2014 - 17:00 ,Group A,Estadio Nacional,Brasilia ,Cameroon,1.0,4.0,Brazil, ,69112.0,1.0,2.0,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),255931.0,300186472.0,CMR,BRA
807,2014.0,23 Jun 2014 - 17:00 ,Group A,Arena Pernambuco,Recife ,Croatia,1.0,3.0,Mexico, ,41212.0,0.0,0.0,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),255931.0,300186452.0,CRO,MEX
808,2014.0,24 Jun 2014 - 13:00 ,Group D,Estadio das Dunas,Natal ,Italy,0.0,1.0,Uruguay, ,39706.0,0.0,0.0,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),255931.0,300186465.0,ITA,URU
809,2014.0,24 Jun 2014 - 13:00 ,Group D,Estadio Mineirao,Belo Horizonte ,Costa Rica,0.0,0.0,England, ,57823.0,0.0,0.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),255931.0,300186484.0,CRC,ENG
810,2014.0,24 Jun 2014 - 16:00 ,Group C,Arena Pantanal,Cuiaba ,Japan,1.0,4.0,Colombia, ,40340.0,1.0,1.0,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),255931.0,300186457.0,JPN,COL
811,2014.0,24 Jun 2014 - 17:00 ,Group C,Estadio Castelao,Fortaleza ,Greece,2.0,1.0,C�te d'Ivoire, ,59095.0,1.0,0.0,VERA Carlos (ECU),LESCANO Christian (ECU),ROMERO Byron (ECU),255931.0,300186455.0,GRE,CIV
812,2014.0,25 Jun 2014 - 13:00 ,Group F,Estadio Beira-Rio,Porto Alegre ,Nigeria,2.0,3.0,Argentina, ,43285.0,1.0,2.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),255931.0,300186458.0,NGA,ARG
813,2014.0,25 Jun 2014 - 13:00 ,Group F,Arena Fonte Nova,Salvador ,"""rn"""">Bosnia and Herzegovina""",3.0,1.0,IR Iran, ,48011.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),255931.0,300186464.0,BIH,IRN
814,2014.0,25 Jun 2014 - 16:00 ,Group E,Arena Amazonia,Manaus ,Honduras,0.0,3.0,Switzerland, ,40322.0,0.0,2.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),255931.0,300186482.0,HON,SUI
815,2014.0,25 Jun 2014 - 17:00 ,Group E,Estadio do Maracana,Rio De Janeiro ,Ecuador,0.0,0.0,France, ,73749.0,0.0,0.0,Noumandiez DOUE (CIV),YEO Songuifolo (CIV),BIRUMUSHAHU Jean Claude (BDI),255931.0,300186515.0,ECU,FRA
816,2014.0,26 Jun 2014 - 13:00 ,Group G,Arena Pernambuco,Recife ,USA,0.0,1.0,Germany, ,41876.0,0.0,0.0,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),255931.0,300186469.0,USA,GER
817,2014.0,26 Jun 2014 - 13:00 ,Group G,Estadio Nacional,Brasilia ,Portugal,2.0,1.0,Ghana, ,67540.0,1.0,0.0,SHUKRALLA Nawaf (BHR),TULEFAT Yaser (BHR),SALEH Ebrahim (BHR),255931.0,300186476.0,POR,GHA
818,2014.0,26 Jun 2014 - 17:00 ,Group H,Arena de Sao Paulo,Sao Paulo ,Korea Republic,0.0,1.0,Belgium, ,61397.0,0.0,0.0,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),255931.0,300186480.0,KOR,BEL
819,2014.0,26 Jun 2014 - 17:00 ,Group H,Arena da Baixada,Curitiba ,Algeria,1.0,1.0,Russia, ,39311.0,0.0,1.0,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),255931.0,300186506.0,ALG,RUS
820,2014.0,28 Jun 2014 - 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,1.0,1.0,Chile,Brazil win on penalties (3 - 2) ,57714.0,0.0,0.0,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),255951.0,300186487.0,BRA,CHI
821,2014.0,28 Jun 2014 - 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Colombia,2.0,0.0,Uruguay, ,73804.0,1.0,0.0,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),255951.0,300186491.0,COL,URU
